SingleOrMulti,NormalOrRecOrRecLinear,lgN,RemapThreads,ComparisonThreads,SmartOrDumb,DatasetSize,NumNodes,lgN,lgP,lgE,starttime,startnlet1,endTime,endnlet2,Clock or Ticks is endtime sub startime,TotalTime,Result,real,user,sys
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,4,7,5,Dumb,16,8,4,3,1,1.49E+12,0,1.49E+12,0,,1.771491,PASS,"real	0m34.659s","user	0m34.010s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,4,7,6,Smart,16,8,4,3,1,1.50E+12,0,1.50E+12,0,,3.223748,PASS,"real	0m34.664s","user	0m34.023s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,4,7,6,Dumb,16,8,4,3,1,1.51E+12,0,1.51E+12,0,,1.770914,PASS,"real	0m34.663s","user	0m34.016s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,4,7,7,Smart,16,8,4,3,1,1.51E+12,0,1.51E+12,0,,3.219154,PASS,"real	0m34.662s","user	0m34.010s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,4,7,7,Dumb,16,8,4,3,1,1.52E+12,0,1.52E+12,0,,1.771662,PASS,"real	0m34.663s","user	0m34.013s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,0,Smart,32,8,5,3,2,1.53E+12,0,1.53E+12,0,,3.771548,PASS,"real	0m34.742s","user	0m34.090s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,0,Dumb,32,8,5,3,2,1.53E+12,0,1.53E+12,0,,2.818674,PASS,"real	0m34.744s","user	0m34.092s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,1,Smart,32,8,5,3,2,1.54E+12,0,1.54E+12,0,,3.801794,PASS,"real	0m34.664s","user	0m34.023s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,1,Dumb,32,8,5,3,2,1.55E+12,0,1.55E+12,0,,2.865331,PASS,"real	0m34.664s","user	0m34.023s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,2,Smart,32,8,5,3,2,1.55E+12,0,1.55E+12,0,,3.805674,PASS,"real	0m34.657s","user	0m34.021s","sys	0m0.605s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,2,Dumb,32,8,5,3,2,1.56E+12,0,1.56E+12,0,,3.020057,PASS,"real	0m34.745s","user	0m34.091s","sys	0m0.622s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,3,Smart,32,8,5,3,2,1.57E+12,0,1.57E+12,0,,3.805639,PASS,"real	0m34.651s","user	0m34.011s","sys	0m0.607s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,3,Dumb,32,8,5,3,2,1.57E+12,0,1.57E+12,0,,2.865085,PASS,"real	0m34.662s","user	0m34.016s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,4,Smart,32,8,5,3,2,1.58E+12,0,1.58E+12,0,,3.800925,PASS,"real	0m34.664s","user	0m34.021s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,4,Dumb,32,8,5,3,2,1.59E+12,0,1.59E+12,0,,2.865114,PASS,"real	0m34.660s","user	0m34.017s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,5,Smart,32,8,5,3,2,1.59E+12,0,1.59E+12,0,,3.804685,PASS,"real	0m34.663s","user	0m34.015s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,5,Dumb,32,8,5,3,2,1.60E+12,0,1.60E+12,0,,2.870874,PASS,"real	0m34.741s","user	0m34.096s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,6,Smart,32,8,5,3,2,1.61E+12,0,1.61E+12,0,,3.801297,PASS,"real	0m34.742s","user	0m34.106s","sys	0m0.614s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,6,Dumb,32,8,5,3,2,1.61E+12,0,1.61E+12,0,,2.865177,PASS,"real	0m34.663s","user	0m34.019s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,7,Smart,32,8,5,3,2,1.62E+12,0,1.62E+12,0,,3.804685,PASS,"real	0m34.664s","user	0m34.020s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,0,7,Dumb,32,8,5,3,2,1.63E+12,0,1.63E+12,0,,2.865097,PASS,"real	0m34.661s","user	0m34.010s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,0,Smart,32,8,5,3,2,1.63E+12,0,1.63E+12,0,,3.705331,PASS,"real	0m34.666s","user	0m34.015s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,0,Dumb,32,8,5,3,2,1.64E+12,0,1.64E+12,0,,2.818754,PASS,"real	0m34.661s","user	0m34.020s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,1,Smart,32,8,5,3,2,1.65E+12,0,1.65E+12,0,,3.721891,PASS,"real	0m34.663s","user	0m34.013s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,1,Dumb,32,8,5,3,2,1.65E+12,0,1.65E+12,0,,2.865062,PASS,"real	0m34.739s","user	0m34.090s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,2,Smart,32,8,5,3,2,1.66E+12,0,1.66E+12,0,,3.719805,PASS,"real	0m34.664s","user	0m34.022s","sys	0m0.614s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,2,Dumb,32,8,5,3,2,1.67E+12,0,1.67E+12,0,,3.020331,PASS,"real	0m34.662s","user	0m34.016s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,3,Smart,32,8,5,3,2,1.67E+12,0,1.67E+12,0,,3.724354,PASS,"real	0m34.744s","user	0m34.100s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,3,Dumb,32,8,5,3,2,1.68E+12,0,1.68E+12,0,,2.866217,PASS,"real	0m34.662s","user	0m34.011s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,4,Smart,32,8,5,3,2,1.69E+12,0,1.69E+12,0,,3.723308,PASS,"real	0m34.744s","user	0m34.094s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,4,Dumb,32,8,5,3,2,1.69E+12,0,1.69E+12,0,,2.8654,PASS,"real	0m34.748s","user	0m34.105s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,5,Smart,32,8,5,3,2,1.70E+12,0,1.70E+12,0,,3.717999,PASS,"real	0m34.737s","user	0m34.084s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,5,Dumb,32,8,5,3,2,1.71E+12,0,1.71E+12,0,,2.866702,PASS,"real	0m34.744s","user	0m34.099s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,6,Smart,32,8,5,3,2,1.71E+12,0,1.71E+12,0,,3.718399,PASS,"real	0m34.662s","user	0m34.016s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,6,Dumb,32,8,5,3,2,1.72E+12,0,1.72E+12,0,,2.866439,PASS,"real	0m34.662s","user	0m34.020s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,7,Smart,32,8,5,3,2,1.73E+12,0,1.73E+12,0,,3.721325,PASS,"real	0m34.666s","user	0m34.010s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,1,7,Dumb,32,8,5,3,2,1.73E+12,0,1.73E+12,0,,2.865371,PASS,"real	0m34.663s","user	0m34.018s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,0,Smart,32,8,5,3,2,1.74E+12,0,1.74E+12,0,,3.737142,PASS,"real	0m34.663s","user	0m34.021s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,0,Dumb,32,8,5,3,2,1.75E+12,0,1.75E+12,0,,2.818725,PASS,"real	0m34.663s","user	0m34.015s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,1,Smart,32,8,5,3,2,1.75E+12,0,1.75E+12,0,,3.756645,PASS,"real	0m34.662s","user	0m34.017s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,1,Dumb,32,8,5,3,2,1.76E+12,0,1.76E+12,0,,2.865114,PASS,"real	0m34.663s","user	0m34.018s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,2,Smart,32,8,5,3,2,1.77E+12,0,1.77E+12,0,,3.756045,PASS,"real	0m34.740s","user	0m34.092s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,2,Dumb,32,8,5,3,2,1.78E+12,0,1.78E+12,0,,3.022771,PASS,"real	0m34.744s","user	0m34.098s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,3,Smart,32,8,5,3,2,1.78E+12,0,1.78E+12,0,,3.757554,PASS,"real	0m34.741s","user	0m34.092s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,3,Dumb,32,8,5,3,2,1.79E+12,0,1.79E+12,0,,2.865325,PASS,"real	0m34.662s","user	0m34.020s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,4,Smart,32,8,5,3,2,1.80E+12,0,1.80E+12,0,,3.756194,PASS,"real	0m34.665s","user	0m34.016s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,4,Dumb,32,8,5,3,2,1.80E+12,0,1.80E+12,0,,2.866685,PASS,"real	0m34.664s","user	0m34.020s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,5,Smart,32,8,5,3,2,1.81E+12,0,1.81E+12,0,,3.76236,PASS,"real	0m34.666s","user	0m34.022s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,5,Dumb,32,8,5,3,2,1.82E+12,0,1.82E+12,0,,2.865331,PASS,"real	0m34.661s","user	0m34.014s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,6,Smart,32,8,5,3,2,1.82E+12,0,1.82E+12,0,,3.758257,PASS,"real	0m34.664s","user	0m34.010s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,6,Dumb,32,8,5,3,2,1.83E+12,0,1.83E+12,0,,2.864554,PASS,"real	0m34.739s","user	0m34.081s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,7,Smart,32,8,5,3,2,1.84E+12,0,1.84E+12,0,,3.757039,PASS,"real	0m34.739s","user	0m34.095s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,2,7,Dumb,32,8,5,3,2,1.84E+12,0,1.84E+12,0,,2.866182,PASS,"real	0m34.738s","user	0m34.091s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,0,Smart,32,8,5,3,2,1.85E+12,0,1.85E+12,0,,3.738302,PASS,"real	0m34.664s","user	0m34.020s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,0,Dumb,32,8,5,3,2,1.86E+12,0,1.86E+12,0,,2.819354,PASS,"real	0m34.740s","user	0m34.097s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,1,Smart,32,8,5,3,2,1.86E+12,0,1.86E+12,0,,3.756754,PASS,"real	0m34.663s","user	0m34.015s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,1,Dumb,32,8,5,3,2,1.87E+12,0,1.87E+12,0,,2.864497,PASS,"real	0m34.754s","user	0m34.108s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,2,Smart,32,8,5,3,2,1.88E+12,0,1.88E+12,0,,3.759188,PASS,"real	0m34.745s","user	0m34.099s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,2,Dumb,32,8,5,3,2,1.88E+12,0,1.88E+12,0,,3.022634,PASS,"real	0m34.662s","user	0m34.009s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,3,Smart,32,8,5,3,2,1.89E+12,0,1.89E+12,0,,3.755982,PASS,"real	0m34.664s","user	0m34.021s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,3,Dumb,32,8,5,3,2,1.90E+12,0,1.90E+12,0,,2.865114,PASS,"real	0m34.663s","user	0m34.025s","sys	0m0.614s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,4,Smart,32,8,5,3,2,1.90E+12,0,1.90E+12,0,,3.757691,PASS,"real	0m34.665s","user	0m34.012s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,4,Dumb,32,8,5,3,2,1.91E+12,0,1.91E+12,0,,2.865131,PASS,"real	0m34.757s","user	0m34.116s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,5,Smart,32,8,5,3,2,1.92E+12,0,1.92E+12,0,,3.757702,PASS,"real	0m34.662s","user	0m34.012s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,5,Dumb,32,8,5,3,2,1.92E+12,0,1.92E+12,0,,2.865868,PASS,"real	0m34.663s","user	0m34.015s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,6,Smart,32,8,5,3,2,1.93E+12,0,1.93E+12,0,,3.761428,PASS,"real	0m34.742s","user	0m34.099s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,6,Dumb,32,8,5,3,2,1.94E+12,0,1.94E+12,0,,2.865891,PASS,"real	0m34.743s","user	0m34.090s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,7,Smart,32,8,5,3,2,1.94E+12,0,1.94E+12,0,,3.757679,PASS,"real	0m34.664s","user	0m34.023s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,3,7,Dumb,32,8,5,3,2,1.95E+12,0,1.95E+12,0,,2.868737,PASS,"real	0m34.663s","user	0m34.015s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,0,Smart,32,8,5,3,2,1.96E+12,0,1.96E+12,0,,3.737159,PASS,"real	0m34.662s","user	0m34.017s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,0,Dumb,32,8,5,3,2,1.96E+12,0,1.96E+12,0,,2.825234,PASS,"real	0m34.665s","user	0m34.015s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,1,Smart,32,8,5,3,2,1.97E+12,0,1.97E+12,0,,3.762125,PASS,"real	0m34.667s","user	0m34.020s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,1,Dumb,32,8,5,3,2,1.98E+12,0,1.98E+12,0,,2.865125,PASS,"real	0m34.661s","user	0m34.016s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,2,Smart,32,8,5,3,2,1.98E+12,0,1.98E+12,0,,3.756765,PASS,"real	0m34.665s","user	0m34.024s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,2,Dumb,32,8,5,3,2,1.99E+12,0,1.99E+12,0,,3.020782,PASS,"real	0m34.747s","user	0m34.097s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,3,Smart,32,8,5,3,2,2.00E+12,0,2.00E+12,0,,3.757697,PASS,"real	0m34.665s","user	0m34.016s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,3,Dumb,32,8,5,3,2,2.00E+12,0,2.00E+12,0,,2.866702,PASS,"real	0m34.659s","user	0m34.017s","sys	0m0.613s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,4,Smart,32,8,5,3,2,2.01E+12,0,2.01E+12,0,,3.757702,PASS,"real	0m34.741s","user	0m34.095s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,4,Dumb,32,8,5,3,2,2.02E+12,0,2.02E+12,0,,2.865914,PASS,"real	0m34.664s","user	0m34.019s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,5,Smart,32,8,5,3,2,2.02E+12,0,2.02E+12,0,,3.757382,PASS,"real	0m34.662s","user	0m34.020s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,5,Dumb,32,8,5,3,2,2.03E+12,0,2.03E+12,0,,2.866348,PASS,"real	0m34.745s","user	0m34.090s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,6,Smart,32,8,5,3,2,2.04E+12,0,2.04E+12,0,,3.757691,PASS,"real	0m34.664s","user	0m34.022s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,6,Dumb,32,8,5,3,2,2.05E+12,0,2.05E+12,0,,2.869794,PASS,"real	0m34.665s","user	0m34.014s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,7,Smart,32,8,5,3,2,2.05E+12,0,2.05E+12,0,,3.757565,PASS,"real	0m34.662s","user	0m34.019s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,4,7,Dumb,32,8,5,3,2,2.06E+12,0,2.06E+12,0,,2.870422,PASS,"real	0m34.664s","user	0m34.028s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,0,Smart,32,8,5,3,2,2.07E+12,0,2.07E+12,0,,3.740634,PASS,"real	0m34.664s","user	0m34.014s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,0,Dumb,32,8,5,3,2,2.07E+12,0,2.07E+12,0,,2.820097,PASS,"real	0m34.662s","user	0m34.013s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,1,Smart,32,8,5,3,2,2.08E+12,0,2.08E+12,0,,3.761422,PASS,"real	0m34.664s","user	0m34.021s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,1,Dumb,32,8,5,3,2,2.09E+12,0,2.09E+12,0,,2.866702,PASS,"real	0m34.742s","user	0m34.097s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,2,Smart,32,8,5,3,2,2.09E+12,0,2.09E+12,0,,3.763645,PASS,"real	0m34.666s","user	0m34.027s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,2,Dumb,32,8,5,3,2,2.10E+12,0,2.10E+12,0,,3.020839,PASS,"real	0m34.745s","user	0m34.096s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,3,Smart,32,8,5,3,2,2.11E+12,0,2.11E+12,0,,3.762354,PASS,"real	0m34.745s","user	0m34.104s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,3,Dumb,32,8,5,3,2,2.11E+12,0,2.11E+12,0,,2.867125,PASS,"real	0m34.663s","user	0m34.020s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,4,Smart,32,8,5,3,2,2.12E+12,0,2.12E+12,0,,3.761422,PASS,"real	0m34.662s","user	0m34.004s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,4,Dumb,32,8,5,3,2,2.13E+12,0,2.13E+12,0,,2.865902,PASS,"real	0m34.665s","user	0m34.000s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,5,Smart,32,8,5,3,2,2.13E+12,0,2.13E+12,0,,3.761417,PASS,"real	0m34.663s","user	0m34.012s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,5,Dumb,32,8,5,3,2,2.14E+12,0,2.14E+12,0,,2.870359,PASS,"real	0m34.661s","user	0m34.013s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,6,Smart,32,8,5,3,2,2.15E+12,0,2.15E+12,0,,3.762354,PASS,"real	0m34.663s","user	0m34.011s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,6,Dumb,32,8,5,3,2,2.15E+12,0,2.15E+12,0,,2.865062,PASS,"real	0m34.661s","user	0m34.014s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,7,Smart,32,8,5,3,2,2.16E+12,0,2.16E+12,0,,3.756039,PASS,"real	0m34.663s","user	0m34.004s","sys	0m0.618s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,5,7,Dumb,32,8,5,3,2,2.17E+12,0,2.17E+12,0,,2.865925,PASS,"real	0m34.665s","user	0m34.013s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,0,Smart,32,8,5,3,2,2.17E+12,0,2.17E+12,0,,3.736925,PASS,"real	0m34.663s","user	0m34.012s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,0,Dumb,32,8,5,3,2,2.18E+12,0,2.18E+12,0,,2.820148,PASS,"real	0m34.662s","user	0m34.011s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,1,Smart,32,8,5,3,2,2.19E+12,0,2.19E+12,0,,3.757319,PASS,"real	0m34.661s","user	0m34.019s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,1,Dumb,32,8,5,3,2,2.19E+12,0,2.19E+12,0,,2.86512,PASS,"real	0m34.662s","user	0m34.008s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,2,Smart,32,8,5,3,2,2.20E+12,0,2.20E+12,0,,3.757782,PASS,"real	0m34.662s","user	0m34.013s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,2,Dumb,32,8,5,3,2,2.21E+12,0,2.21E+12,0,,3.020782,PASS,"real	0m34.662s","user	0m34.020s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,3,Smart,32,8,5,3,2,2.21E+12,0,2.21E+12,0,,3.757577,PASS,"real	0m34.662s","user	0m34.010s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,3,Dumb,32,8,5,3,2,2.22E+12,0,2.22E+12,0,,2.865079,PASS,"real	0m34.661s","user	0m34.014s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,4,Smart,32,8,5,3,2,2.23E+12,0,2.23E+12,0,,3.762354,PASS,"real	0m34.664s","user	0m34.011s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,4,Dumb,32,8,5,3,2,2.23E+12,0,2.23E+12,0,,2.865925,PASS,"real	0m34.662s","user	0m34.017s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,5,Smart,32,8,5,3,2,2.24E+12,0,2.24E+12,0,,3.76236,PASS,"real	0m34.663s","user	0m34.009s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,5,Dumb,32,8,5,3,2,2.25E+12,0,2.25E+12,0,,2.865902,PASS,"real	0m34.664s","user	0m34.017s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,6,Smart,32,8,5,3,2,2.25E+12,0,2.25E+12,0,,3.757685,PASS,"real	0m34.662s","user	0m34.017s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,6,Dumb,32,8,5,3,2,2.26E+12,0,2.26E+12,0,,2.865057,PASS,"real	0m34.745s","user	0m34.097s","sys	0m0.619s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,7,Smart,32,8,5,3,2,2.27E+12,0,2.27E+12,0,,3.757514,PASS,"real	0m34.742s","user	0m34.093s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,6,7,Dumb,32,8,5,3,2,2.27E+12,0,2.27E+12,0,,2.865868,PASS,"real	0m34.664s","user	0m34.025s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,0,Smart,32,8,5,3,2,2.28E+12,0,2.28E+12,0,,3.738439,PASS,"real	0m34.663s","user	0m34.026s","sys	0m0.617s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,0,Dumb,32,8,5,3,2,2.29E+12,0,2.29E+12,0,,2.819428,PASS,"real	0m34.742s","user	0m34.090s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,1,Smart,32,8,5,3,2,2.29E+12,0,2.29E+12,0,,3.7576,PASS,"real	0m34.664s","user	0m34.016s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,1,Dumb,32,8,5,3,2,2.30E+12,0,2.30E+12,0,,2.865828,PASS,"real	0m34.660s","user	0m34.012s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,2,Smart,32,8,5,3,2,2.31E+12,0,2.31E+12,0,,3.763639,PASS,"real	0m34.665s","user	0m34.024s","sys	0m0.615s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,2,Dumb,32,8,5,3,2,2.31E+12,0,2.31E+12,0,,3.020199,PASS,"real	0m34.662s","user	0m34.013s","sys	0m0.621s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,3,Smart,32,8,5,3,2,2.32E+12,0,2.32E+12,0,,3.756759,PASS,"real	0m34.662s","user	0m34.012s","sys	0m0.616s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,3,Dumb,32,8,5,3,2,2.33E+12,0,2.33E+12,0,,2.865114,PASS,"real	0m34.664s","user	0m34.014s","sys	0m0.620s"
emu_handler_and_loader,Bitonic_EMU_smart_REC.mwx,5,7,4,Smart,32,8,5,3,2,2.34E+12,0,2.34E+12,0,,3.757239,PASS,"real	0m34.664s","user	0m34.021s","sys	0m0.617s"
